Density_(veh/hr)_TL,Density_(veh/hr)_CAwSD4WI,Density_(veh/hr)_RN,Time_(secs)
0.5,0.36,0.6,172.4
0.54,0.35,0.6,172.5
0.5,0.36,0.59,172.6
0.55,0.36,0.6,172.7
0.53,0.34,0.59,172.8
0.52,0.36,0.58,172.9
0.52,0.38,0.61,173.0
0.54,0.37,0.58,173.1
0.54,0.35,0.57,173.2
0.56,0.35,0.61,173.3
0.54,0.37,0.55,173.4
0.51,0.36,0.58,173.5
0.55,0.38,0.6,173.6
0.54,0.36,0.53,173.7
0.55,0.38,0.58,173.8
0.52,0.38,0.57,173.9
0.55,0.39,0.59,174.0
0.54,0.37,0.54,174.1
0.55,0.41,0.58,174.2
0.55,0.39,0.58,174.3
0.54,0.42,0.55,174.4
0.54,0.42,0.58,174.5
0.51,0.42,0.58,174.6
0.53,0.41,0.56,174.7
0.52,0.43,0.57,174.8
0.56,0.41,0.53,174.9
0.53,0.41,0.55,175.0
0.53,0.39,0.57,175.1
0.56,0.4,0.56,175.2
0.53,0.42,0.56,175.3
0.53,0.4,0.58,175.4
0.57,0.42,0.56,175.5
0.54,0.42,0.58,175.6
0.55,0.4,0.55,175.7
0.55,0.4,0.59,175.8
0.54,0.41,0.6,175.9
0.52,0.41,0.58,176.0
0.52,0.39,0.61,176.1
0.52,0.35,0.59,176.2
0.57,0.36,0.58,176.3
0.55,0.36,0.56,176.4
0.54,0.36,0.56,176.5
0.56,0.34,0.63,176.6
0.56,0.36,0.59,176.7
0.53,0.37,0.61,176.8
0.55,0.36,0.61,176.9
0.57,0.35,0.62,177.0
0.56,0.34,0.58,177.1
0.55,0.38,0.59,177.2
0.55,0.35,0.63,177.3
0.57,0.37,0.58,177.4
0.55,0.36,0.6,177.5
0.56,0.37,0.58,177.6
0.53,0.37,0.61,177.7
0.56,0.36,0.58,177.8
0.54,0.35,0.62,177.9
0.52,0.35,0.55,178.0
0.54,0.36,0.6,178.1
0.53,0.37,0.6,178.2
0.53,0.36,0.59,178.3
0.53,0.35,0.58,178.4
0.54,0.36,0.6,178.5
0.51,0.36,0.6,178.6
0.54,0.38,0.59,178.7
0.54,0.34,0.6,178.8
0.54,0.35,0.6,178.9
0.53,0.35,0.6,179.0
0.53,0.34,0.61,179.1
0.51,0.35,0.6,179.2
0.54,0.37,0.63,179.3
0.53,0.34,0.65,179.4
0.53,0.36,0.58,179.5
0.56,0.35,0.6,179.6
0.54,0.36,0.61,179.7
0.56,0.35,0.64,179.8
0.52,0.37,0.57,179.9
0.54,0.33,0.62,180.0
