car_name,speed,safe_distance,reaction_time,time
AggressiveCar4,5.11,7.31,0.58,5.0
AggressiveCar1,3.68,16.45,0.43,12.2
AggressiveCar2,4.38,19.57,0.33,12.2
AggressiveCar3,6.47,9.54,0.7,5.1
AggressiveCar4,4.39,6.48,0.37,5.1
AggressiveCar1,3.81,17.04,0.32,12.3
AggressiveCar2,4.53,20.26,0.54,12.3
AggressiveCar3,6.09,9.26,0.54,5.2
AggressiveCar4,4.55,6.92,0.37,5.2
AggressiveCar1,4.6,20.56,0.66,12.4
AggressiveCar2,4.39,19.61,0.31,12.4
AggressiveCar3,4.59,7.18,0.33,5.3
AggressiveCar4,5.38,8.41,0.47,5.3
AggressiveCar1,4.33,19.35,0.55,12.5
AggressiveCar2,3.93,17.59,0.33,12.5
AggressiveCar3,3.62,5.82,0.39,5.4
AggressiveCar4,4.66,7.5,0.42,5.4
AggressiveCar1,6.6,29.5,0.75,12.6
AggressiveCar2,4.05,18.1,0.45,12.6
AggressiveCar3,5.7,9.43,0.54,5.5
AggressiveCar4,5.97,9.88,0.65,5.5
AggressiveCar1,4.65,20.8,0.6,12.7
AggressiveCar2,3.69,16.49,0.59,12.7
AggressiveCar3,4.86,8.26,0.63,5.6
AggressiveCar4,5.25,8.91,0.47,5.6
AggressiveCar1,4.12,18.4,0.7,12.8
AggressiveCar2,4.91,21.96,0.46,12.8
AggressiveCar3,3.67,6.4,0.44,5.7
AggressiveCar4,5.57,9.71,0.66,5.7
AggressiveCar1,5.46,24.4,0.48,12.9
AggressiveCar2,4.08,18.25,0.55,12.9
AggressiveCar3,4.55,8.13,0.53,5.8
AggressiveCar4,5.97,10.68,0.53,5.8
AggressiveCar1,4.81,21.52,0.48,13.0
AggressiveCar2,3.57,15.94,0.33,13.0
AggressiveCar3,5.4,9.89,0.48,5.9
AggressiveCar4,4.83,8.86,0.63,5.9
AggressiveCar1,4.73,21.13,0.53,13.1
AggressiveCar2,5.5,24.6,0.73,13.1
AggressiveCar3,4.27,8.01,0.63,6.0
AggressiveCar4,3.91,7.34,0.43,6.0
AggressiveCar1,4.77,21.34,0.63,13.2
AggressiveCar2,4.25,19.0,0.45,13.2
AggressiveCar3,3.34,6.42,0.37,6.1
AggressiveCar4,4.9,9.42,0.42,6.1
AggressiveCar1,5.15,23.02,0.62,13.3
AggressiveCar2,3.98,17.8,0.52,13.3
AggressiveCar3,6.14,12.08,0.64,6.2
AggressiveCar4,4.9,9.63,0.49,6.2
AggressiveCar1,3.37,15.07,0.39,13.4
AggressiveCar2,4.32,19.3,0.31,13.4
AggressiveCar3,4.28,8.61,0.53,6.3
AggressiveCar4,4.93,9.92,0.7,6.3
AggressiveCar1,4.01,17.92,0.36,13.5
